测试,1054
工作,448
经验,441
熟悉,383
产品,329
能力,302
相关,275
开发,270
负责,262
设计,250
优先,223
系统,204
项目,202
编写,198
技术,165
需求,164
自动化,162
要求,162
具有,152
分析,150
完成,145
and,142
团队,138
专业,125
沟通,125
具备,124
问题,124
任职,121
软件测试,121
流程,118
性能,115
文档,115
良好,114
测试用例,112
软件,105
方案,96
参与,92
使用,91
of,91
根据,91
管理,89
岗位职责,88
了解,84
制定,83
能够,81
熟练,81
业务,79
test,78
本科学历,76
in,75
实施,74
独立,74
学习,72
测试计划,71
质量,71
跟踪,70
应用,69
测试工具,69
框架,68
优化,67
3年,65
脚本,64
数据库,64
工具,62
维护,61
功能,61
客户,60
解决,60
精通,59
合作,59
to,58
过程,58
方法,57
计算机相关,56
平台,56
研发,56
其他,55
结果,54
规范,54
至少,53
较强,52
掌握,51
公司,51
测试报告,50
Java,50
用户,50
语言,49
资格,49
熟练掌握,49
硬件,48
职责,48
Linux,48
组织,48
计算机,46
接口,46
包括,45
一种,45
集成,45
学历,44
常用,43
缺陷,43
网络,43
岗位,40
移动,40
测试方法,40
代码,40
验证,40
安全,39
互联网,39
考虑,39
架构,39
主流,38
发现,38
提供,38
评估,38
理论,38
搭建,38
操作系统,38
功能测试,37
精神,36
编程,36
环境,36
Python,35
Experience,35
测试环境,35
知识,35
experience,35
持续,35
软件开发,35
Oracle,34
数据,34
协调,34
压力,34
人员,34
提交,33
效率,33
with,33
协助,33
规划,33
2年,32
理解,32
职位,32
部署,32
提升,32
原理,31
推动,31
计划,31
基本,31
定位,31
skills,30
the,30
for,30
责任心,30
总结,30
保证,30
配合,30
提高,30
or,30
监控,29
协作,29
on,29
linux,29
指导,29
评审,29
内部,29
testing,28
报告,28
任务,28
一定,28
培训,28
模块,28
意识,27
years,27
基础,27
运营,27
SQL,27
解决方案,26
部门,26
服务,26
工程师,26
管理体系,26
BUG,26
研究,25
销售,25
本科,25
方面,25
合理,25
用例,25
表达能力,24
通信,24
实际,24
逻辑思维,24
实现,24
内容,24
提出,24
调研,24
shell,24
快速,24
运维,23
脚本语言,23
调试,23
web,23
深入,23
电子,23
配置,22
发布,22
英语,22
技能,22
善于,22
操作,22
积极主动,22
bug,22
情况,21
完善,21
撰写,21
三年,21
Android,21
高效,21
存储,21
设备,21
反馈,21
工程,21
Shell,21
python,21
C++,21
单元测试,21
统招,20
协议,20
交互,20
1年,20
大型,20
5年,20
描述,20
分析测试,20
经理,20
解决问题,19
背景,19
各种,19
Knowledge,19
发展,19
渗透,19
技术支持,19
体系,19
逻辑,19
be,19
确保,18
主要,18
日常,18
策略,18
相应,18
Selenium,18
按照,18
communication,18
输出,18
team,18
领域,18
有效,18
大学,18
技巧,18
或者,18
安装,18
审核,17
开发人员,17
软件工程,17
通过,17
支撑,17
LTE,17
白盒,17
经历,17
建议,17
基于,17
Good,17
automation,17
FPGA,16
方向,16
产品质量,16
Ability,15
丰富,15
产品设计,15
编程语言,15
验收,15
构建,15
交付,15
openstack,15
特点,15
领导,15
主动,15
意见,14
推广,14
标准,14
排错,14
承受,14
现场,14
environment,14
cases,14
全日制,14
Web,14
市场,14
as,14
射频,14
信息,14
详细,14
分布式,14
稳定性,14
案例,13
work,13
项目管理,13
模式,13
策划,13
生命周期,13
车载,13
外部,13
教育,13
Test,13
处理,13
体验,13
Bug,13
IT,13
using,13
运用,13
风险,13
基础知识,13
required,13
java,13
资源,13
system,13
CRM,13
定义,13
积极,13
收集,12
嵌入式,12
不同,12
适应,12
C#,12
is,12
智能,12
两年,12
前端,12
驱动,12
English,12
做好,12
产品开发,12
售前,12
原型,12
讨论,12
10,12
多种,12
JAVA,12
条件,12
检查,12
升级,12
MySQL,12
软件产品,12
development,12
安排,12
编码,12
优秀,12
活动,12
支持,12
oracle,12
态度,12
选型,12
familiar,12
PA,12
will,12
tests,12
较大,12
全面,11
电路,11
组织协调,11
Unix,11
细致,11
程序,11
改善,11
记录,11
建立,11
强烈,11
需要,11
组件,11
敏捷,11
控制,11
整理,11
通讯,11
迭代,11
常见,11
我们,11
生产,11
巡检,11
交流,11
编制,11
国家,11
management,11
目标,11
Mysql,11
有过,11
automated,11
一门,11
工艺,10
new,10
定位问题,10
审计,10
企业,10
WEB,10
团队精神,10
水平,10
动态,10
working,10
perl,10
网络协议,10
帮助,10
从事,10
核心,10
IP,10
整体,10
挖掘,10
TCP,10
兼容性,10
within,10
定期,10
仿真,10
具体,10
阅读,10
责任感,10
测试数据,10
四级,10
扫描,10
出差,10
版本,10
Design,10
语句,10
响应,10
场景,10
开展,9
认证,9
APP,9
Work,9
计算,9
漏洞,9
思想,9
手机,9
命令,9
ESB,9
sql,9
交办,9
制订,9
金融,9
ERP,9
管理工作,9
严谨,9
大专,9
成功,9
扎实,9
technologies,9
分配,9
说明,9
etc,9
必要,9
综合,9
监督,9
算法,9
PHP,9
效果,9
结合,9
analysis,9
等级,9
协同,9
现有,9
issues,9
产品线,9
追踪,9
理论知识,9
app,9
客户端,9
信息安全,9
概念,9
knowledge,9
准备,9
认真,9
software,9
设计模式,9
准确,9
针对,8
规格,8
分析仪,8
管理工具,8
可测性,8
芯片,8
确认,8
说明书,8
其中,8
英文,8
大学本科,8
北京,8
iOS,8
方案设计,8
各项,8
抗压,8
C语言,8
Windows,8
PCB,8
高度,8
创新,8
Perl,8
梳理,8
performance,8
范围,8
底层,8
原理图,8
开发工具,8
兴趣,8
热情,8
an,8
不断,8
最新,8
后台,8
钻研,8
plans,8
辅助,8
J2EE,8
文件,8
毕业,8
质量保证,8
开源,8
mobile,8
一年,8
故障,8
电路设计,8
回归,8
