测试,810
工作,498
经验,449
熟悉,408
能力,326
产品,299
相关,291
负责,284
开发,282
设计,256
优先,250
项目,230
系统,208
技术,198
编写,192
具有,190
要求,177
需求,166
沟通,147
分析,146
良好,137
完成,137
文档,131
团队,127
任职,125
具备,123
专业,119
问题,118
能够,112
流程,110
自动化,105
测试用例,102
使用,101
and,100
软件测试,98
实施,97
岗位职责,97
软件,97
方案,95
根据,94
了解,92
熟练,91
管理,87
参与,85
性能,84
维护,83
本科学历,81
应用,81
客户,77
数据库,77
公司,76
独立,73
of,72
解决,70
方法,66
学习,64
网络,64
test,63
掌握,63
in,63
跟踪,63
制定,63
精通,61
其他,61
优化,61
3年,60
工具,60
较强,58
计算机相关,57
测试计划,57
质量,57
测试工具,56
考虑,56
功能,56
组织,56
业务,53
提供,53
规范,52
用户,51
常用,51
框架,49
一定,48
过程,48
语言,47
合作,47
熟练掌握,47
to,46
计算机,46
结果,45
测试报告,44
部署,44
架构,44
精神,43
压力,43
学历,43
部门,42
主流,42
缺陷,42
Oracle,41
责任心,41
平台,41
知识,41
包括,40
脚本,40
Linux,40
至少,40
运维,39
安全,39
2年,39
代码,39
研发,38
人员,38
环境,37
Java,36
规划,36
接口,36
职责,35
Experience,35
协助,35
资格,35
集成,35
调试,34
评估,34
编程,34
测试方法,34
培训,34
岗位,33
日常,33
报告,33
数据,33
任务,33
硬件,33
理解,33
一种,33
指导,33
验证,33
搭建,32
协作,32
理论,32
协调,32
内部,32
设备,32
软件开发,32
配合,31
职位,31
测试环境,31
安装,31
表达能力,30
计划,30
评审,30
研究,29
原理,29
功能测试,29
销售,28
配置,28
操作系统,28
linux,28
定位,28
情况,27
撰写,27
提交,27
移动,27
总结,27
experience,27
内容,27
持续,27
操作,27
解决方案,26
技术支持,26
善于,26
基本,26
工程师,26
承担,26
管理体系,26
模块,26
testing,25
for,25
承受,25
监控,25
服务,25
调研,25
SQL,25
服务器,24
BUG,24
发现,24
现场,24
基础,23
IT,23
LTE,23
处理,23
存储,23
提出,23
工程,23
大学,23
解决问题,22
意识,22
技能,22
互联网,22
协议,22
on,22
with,22
支持,22
详细,22
or,22
项目管理,21
渗透,21
推动,21
方面,21
合理,21
实际,21
years,21
描述,21
skills,20
英文,20
the,20
发布,20
英语,20
通信,20
实现,20
1年,20
保证,20
有效,20
领导,20
编制,20
建议,20
单元测试,20
bug,20
完善,19
各种,19
发展,19
按照,19
反馈,19
5年,19
shell,19
针对,18
审核,18
Python,18
标准,18
交流,18
输出,18
web,18
be,18
出差,18
主要,17
统招,17
数据仓库,17
产品设计,17
using,17
故障,17
常见,17
automation,17
积极主动,17
确保,16
模式,16
软件工程,16
体系,16
本科,16
强烈,16
市场,16
优秀,16
JAVA,16
逻辑思维,16
大型,16
C++,16
经理,16
快速,16
FPGA,15
认证,15
WEB,15
方向,15
丰富,15
脚本语言,15
ETL,15
高效,15
cases,15
做好,15
编程语言,15
10,15
Selenium,15
基础知识,15
验收,15
习惯,15
提升,15
领域,15
经历,15
阅读,15
深入,15
提高,15
积极,15
三年,14
开展,14
组织协调,14
适应,14
背景,14
Knowledge,14
相应,14
Test,14
扎实,14
射频,14
逻辑,14
java,14
安排,14
定期,14
态度,14
运营,14
python,14
用例,14
基于,14
较大,14
意见,13
程序,13
检测,13
交办,13
全日制,13
大专,13
体验,13
多种,13
Bug,13
IP,13
软件产品,13
TCP,13
生产,13
编码,13
活动,13
MySQL,13
技巧,13
或者,13
选型,13
电子,13
前期,12
策略,12
动态,12
两年,12
驱动,12
从事,12
Web,12
效率,12
风险,12
通过,12
条件,12
控制,12
毕业,12
team,12
通讯,12
特点,12
信息安全,12
目标,12
PA,12
will,12
稳定性,12
一门,12
APP,11
策划,11
审计,11
漏洞,11
细致,11
成员,11
推广,11
系统集成,11
命令,11
虚拟化,11
开发人员,11
environment,11
记录,11
产品开发,11
售前,11
教育,11
原型,11
建立,11
讨论,11
需要,11
communication,11
必要,11
其它,11
网络设备,11
产品质量,11
交付,11
兼容性,11
短期,11
白盒,11
资料,11
项目经理,11
客户端,11
Mysql,11
UNIX,11
响应,11
分析测试,11
准备,11
补贴,11
准确,11
网络安全,11
收集,10
各类,10
企业,10
说明书,10
Android,10
Ability,10
踏实,10
水平,10
Windows,10
用户手册,10
创新,10
外部,10
电路,10
网络协议,10
华为,10
书面,10
核心,10
检查,10
职业,10
不断,10
整体,10
综合,10
整理,10
算法,10
挖掘,10
资源,10
信息,10
管理工具,10
development,10
巡检,10
required,10
oracle,10
仿真,10
具体,10
配置管理,10
扫描,10
主动,10
system,10
版本,10
接受,10
Good,10
tests,10
图像,10
automated,10
工艺,9
new,9
面向对象,9
嵌入式,9
C#,9
智能,9
北京,9
方案设计,9
HP,9
文字,9
ESB,9
制订,9
PCB,9
联网,9
perl,9
敬业精神,9
灵活,9
模型,9
帮助,9
as,9
手册,9
IBM,9
文件,9
办公,9
升级,9
一年,9
等级,9
within,9
现有,9
理论知识,9
责任感,9
按时,9
安全漏洞,9
讲解,9
有过,9
定义,9
BI,9
认真,9
设计模式,9
net,8
修复,8
分析仪,8
遇到,8
技术培训,8
网站,8
梳理,8
手机,8
其中,8
思想,8
调整,8
生命周期,8
全面,8
团队精神,8
机房,8
排错,8
语言表达,8
弱电,8
多线程,8
C语言,8
sql,8
案例,8
改善,8
安全性,8
English,8
高度,8
软件设计,8
不同,8
Verilog,8
方法论,8
严谨,8
演示,8
writing,8
原理图,8
log,8
调优,8
WCDMA,8
an,8
擅长,8
修改,8
计算机专业,8
带领,8
完整,8
构建,8
合规,8
汇总,8
交互,8
信息系统,8
电路设计,8
XML,8
analysis,8
openstack,8
协同,8
回归,8
3G,8
HTML,8
支付,8
Shell,8
思维,8
黑盒,8
基金,8
PLL,8
Windchill,8
测试人员,8
可用性,7
RU,7
简单,7
部分,7
计算,7
QC,7
芯片,7
拥有,7
功底,7
EBS,7
结构,7
iOS,7
数据分析,7
高质量,7
各项,7
比如,7
前端,7
working,7
Radio,7
国内外,7
实践,7
应用服务器,7
变更,7
金融业,7
范围,7
售后,7
攻击,7
例如,7
EMC,7
概要,7
according,7
口头,7
成功,7
敏捷,7
运用,7
应急,7
分配,7
etc,7
J2EE,7
实践经验,7
QTP,7
监督,7
ITIL,7
数据管理,7
mobile,7
迭代,7
开发技术,7
Server,7
出现,7
LINUX,7
mysql,7
主动性,7
windows,7
识别,7
布线,7
理解能力,7
追踪,7
app,7
加固,7
Driver,7
测试数据,7
并且,7
hands,7
related,7
计算机科学,7
CMCC,7
第三方,7
概念,7
音视频,7
NET,7
GSM,7
software,7
诚实,7
场景,7
品牌,6
规格,6
执力,6
JavaScript,6
maintain,6
理工科,6
DB2,6
厂商,6
project,6
可测性,6
应用软件,6
ORACLE,6
思考,6
preferred,6
analytical,6
阶段,6
Cucumber,6
TDS,6
identify,6
大型项目,6
信号,6
无线,6
营销,6
在线教育,6
市场调研,6
特性,6
架构设计,6
金融,6
信息化,6
关键,6
execute,6
客户服务,6
对系统,6
交换机,6
之一,6
Tomcat,6
11,6
职业道德,6
资格证书,6
专业知识,6
厂家,6
IC,6
硕士,6
为主,6
Ruby,6
符合,6
和度,6
业务部门,6
系列,6
总线,6
知名,6
关注,6
有白盒,6
最新,6
风格,6
业务流程,6
后台,6
钻研,6
辅助,6
热爱,6
仪器,6
表达,6
告警,6
part,6
质量保证,6
开源,6
财务,6
javascript,6
products,6
Familiar,6
自己,6
界面,6
资质,6
乐于,6
分布式,6
tools,6
地点,6
实施方案,6
细心,6
微波,6
归纳,6
视觉,6
联调,6
loadrunner,6
加班,6
事件,6
报价,6
ability,6
语句,6
制度,6
初中级,6
SOC,6
效果,6
android,6
Excel,6
内部测试,6
BDD,6
数据中心,6
地址,6
调度,6
IDC,6
problem,6
detail,6
4G,6
tomcat,6
CMOS,5
Agile,5
谈判,5
报表,5
highly,5
Apache,5
work,5
思路清晰,5
引入,5
达成,5
Requirements,5
缺失,5
素质,5
定制,5
Word,5
SSH,5
POC,5
QA,5
一个,5
初级,5
report,5
绘制,5
机器,5
初步,5
is,5
Write,5
GPRS,5
勇于,5
candidate,5
manual,5
testers,5
使用手册,5
TTCN,5
HTTP,5
抗压,5
性格开朗,5
动手,5
产生,5
车载,5
daily,5
认真负责,5
功能性,5
保障,5
大学专科,5
路由,5
ERP,5
二次开发,5
教育业,5
RTL,5
防护,5
所有,5
员工,5
通信工程,5
引导,5
Bugzilla,5
equipment,5
类产品,5
逻辑性,5
安全事件,5
工业,5
攻关,5
评价,5
Knowl,5
组件,5
NAS,5
双目,5
SVN,5
困难,5
投标,5
开发工具,5
评测,5
area,5
热情,5
technologies,5
field,5
细节,5
all,5
指导书,5
分享,5
支撑,5
内审员,5
测试程序,5
KPI,5
宣贯,5
为人正直,5
相机,5
interpersonal,5
solving,5
selenium,5
渠道,5
2G,5
面对,5
思科,5
页面,5
存在,5
WPF,5
很强,5
耐心,5
sector,5
参加,5
PHP,5
are,5
文案,5
新增,5
both,5
广告,5
单元,5
禅道,5
Software,5
竞争,5
结合,5
测试项目,5
我们,5
汇报,5
时序,5
听说读写,5
期间,5
verification,5
宣讲,5
读写能力,5
Driven,5
产品线,5
this,5
四级,5
交换,5
现网,5
书写,5
management,5
竞争力,5
Development,5
复杂,5
专科,5
able,5
一金,5
文本,5
requirement,5
PL,5
MySql,5
故障诊断,5
保持,5
自学能力,5
时间,5
You,5
重要,5
组建,5
信息技术,5
Spring,5
stakeholders,5
功能模块,5
读写,5
esb,5
Profess,5
UI,5
数字,5
乐观,5
项目组,5
CUC,5
是否,5
validation,5
安防,4
业界,4
两种,4
识图,4
软件系统,4
Support,4
unix,4
职能,4
广联达,4
胜任,4
阶段性,4
4年,4
office,4
API,4
定位问题,4
托管,4
双薪,4
Work,4
ASP,4
LoadRunner,4
tool,4
Unix,4
技术难题,4
POS,4
形成,4
scripts,4
境外,4
迅速,4
DGRC,4
打印,4
绩效,4
确认,4
TDSCDMA,4
概念设计,4
重点,4
之间,4
频谱,4
procedure,4
have,4
获取,4
取心,4
总结报告,4
VR,4
现状,4
示波器,4
CCNP,4
System,4
基础设施,4
试验,4
一线,4
eye,4
plus,4
软硬件,4
视频,4
failure,4
kvm,4
锐捷,4
RFIC,4
UVM,4
年底,4
量产,4
EXCEL,4
Visio,4
中心,4
scenarios,4
following,4
requirements,4
时执,4
测试日志,4
verilog,4
VCO,4
业务知识,4
手段,4
RTD,4
数据结构,4
制作,4
楼宇,4
交通,4
要点,4
管控,4
中间件,4
电气,4
DB,4
详细分析,4
旅游,4
沟通交流,4
西直门,4
主持,4
Services,4
Mantis,4
Office,4
逆向,4
即时,4
高温,4
